Timestamp,Hour,Plant_Type,Growth_Stage,NDVI_Camera_Index,Sunlight_Actual,Sunlight_Forecast,Price_PLN_kWh,CO2_g_kWh,Target_DLI,Max_Threshold_Lux
2026-06-13 17:00:00,17,Primula,0.12,0.11,217.08,211.95,1.18,924,6.16,400
2026-06-13 18:00:00,18,Primula,0.8,0.67,178.72,196.55,1.33,1071,18.4,400
2026-06-13 19:00:00,19,Aglaonema,0.23,0.14,0.0,0.0,1.36,1040,6.3,600
2026-06-13 20:00:00,20,Tomato,0.81,0.68,0.0,0.0,1.29,898,26.2,800
2026-06-13 21:00:00,21,Orchid,0.16,0.18,0.0,0.0,0.62,659,3.28,200
2026-06-13 22:00:00,22,Orchid,0.8,0.63,0.0,0.0,0.49,664,8.4,200
2026-06-13 23:00:00,23,Primula,0.45,0.36,0.0,0.0,0.5,519,12.1,400
2026-06-14 00:00:00,0,Tomato,0.17,0.13,0.0,0.0,0.59,727,13.4,800
2026-06-14 01:00:00,1,Orchid,0.81,0.7,0.0,0.0,0.45,620,8.48,200
2026-06-14 02:00:00,2,Tomato,0.42,0.31,0.0,0.0,0.42,469,18.4,800
2026-06-14 03:00:00,3,Orchid,0.8,0.68,0.0,0.0,0.58,616,8.4,200
2026-06-14 04:00:00,4,Tomato,0.4,0.33,0.0,0.0,0.4,530,18.0,800
2026-06-14 05:00:00,5,Tomato,0.36,0.32,0.0,0.0,0.57,469,17.2,800
2026-06-14 06:00:00,6,Tomato,0.84,0.67,0.0,0.0,0.59,502,26.8,800
2026-06-14 07:00:00,7,Primula,0.55,0.43,217.53,194.28,0.98,895,13.9,400
2026-06-14 08:00:00,8,Orchid,0.71,0.56,133.63,124.17,1.06,1090,7.68,200
2026-06-14 09:00:00,9,Aglaonema,0.56,0.48,309.57,344.59,1.05,1003,9.6,600
2026-06-14 10:00:00,10,Aglaonema,0.54,0.39,403.56,375.57,0.46,654,9.4,600
2026-06-14 11:00:00,11,Primula,0.77,0.57,434.33,446.78,0.53,589,17.86,400
2026-06-14 12:00:00,12,Primula,0.82,0.62,431.11,475.82,0.51,540,18.76,400
2026-06-14 13:00:00,13,Aglaonema,0.6,0.5,590.1,608.26,0.44,481,10.0,600
2026-06-14 14:00:00,14,Tomato,0.28,0.27,734.08,725.44,0.45,729,15.6,800
2026-06-14 15:00:00,15,Tomato,0.65,0.55,756.41,815.09,0.55,640,23.0,800
2026-06-14 16:00:00,16,Aglaonema,0.42,0.32,441.62,401.71,0.45,541,8.2,600
2026-06-14 17:00:00,17,Primula,0.61,0.47,329.42,330.66,1.02,1007,14.98,400
2026-06-14 18:00:00,18,Tomato,0.45,0.4,143.96,139.25,1.21,1059,19.0,800
2026-06-14 19:00:00,19,Aglaonema,0.31,0.28,89.46,91.36,1.08,1023,7.1,600
2026-06-14 20:00:00,20,Tomato,0.27,0.25,0.0,0.0,1.39,1057,15.4,800
2026-06-14 21:00:00,21,Aglaonema,0.39,0.35,0.0,0.0,0.54,580,7.9,600
2026-06-14 22:00:00,22,Tomato,0.97,0.74,0.0,0.0,0.45,565,29.4,800
2026-06-14 23:00:00,23,Orchid,0.06,0.03,0.0,0.0,0.41,749,2.48,200
2026-06-15 00:00:00,0,Primula,0.42,0.33,0.0,0.0,0.55,508,11.56,400
2026-06-15 01:00:00,1,Orchid,0.57,0.46,0.0,0.0,0.64,696,6.56,200
2026-06-15 02:00:00,2,Primula,0.67,0.57,0.0,0.0,0.41,625,16.06,400
2026-06-15 03:00:00,3,Aglaonema,0.19,0.19,0.0,0.0,0.55,697,5.9,600
2026-06-15 04:00:00,4,Primula,0.18,0.12,0.0,0.0,0.54,659,7.24,400
2026-06-15 05:00:00,5,Orchid,0.15,0.15,0.0,0.0,0.46,566,3.2,200
2026-06-15 06:00:00,6,Primula,0.69,0.6,0.0,0.0,0.57,641,16.42,400
2026-06-15 07:00:00,7,Tomato,0.91,0.69,153.41,132.95,1.41,979,28.2,800
2026-06-15 08:00:00,8,Aglaonema,0.57,0.41,349.76,343.59,1.38,876,9.7,600
2026-06-15 09:00:00,9,Primula,0.06,0.01,357.37,327.3,1.1,964,5.08,400
2026-06-15 10:00:00,10,Orchid,0.98,0.78,228.9,257.8,0.59,506,9.84,200
2026-06-15 11:00:00,11,Tomato,0.11,0.04,855.21,936.46,0.4,724,12.2,800
2026-06-15 12:00:00,12,Aglaonema,0.85,0.67,725.24,653.06,0.45,569,12.5,600
2026-06-15 13:00:00,13,Tomato,0.42,0.32,694.93,759.15,0.63,473,18.4,800
2026-06-15 14:00:00,14,Tomato,0.8,0.62,700.52,615.78,0.57,716,26.0,800
2026-06-15 15:00:00,15,Orchid,0.96,0.74,60.18,55.86,0.64,498,9.68,200
2026-06-15 16:00:00,16,Orchid,0.82,0.69,233.54,199.23,0.58,510,8.56,200
2026-06-15 17:00:00,17,Aglaonema,0.92,0.76,151.29,152.7,1.25,988,13.2,600
2026-06-15 18:00:00,18,Aglaonema,0.18,0.16,183.71,165.67,1.29,936,5.8,600
2026-06-15 19:00:00,19,Aglaonema,1.0,0.76,0.0,0.0,1.43,1047,14.0,600
2026-06-15 20:00:00,20,Tomato,0.96,0.76,0.0,0.0,1.04,973,29.2,800
2026-06-15 21:00:00,21,Aglaonema,0.78,0.59,0.0,0.0,0.46,664,11.8,600
2026-06-15 22:00:00,22,Orchid,0.26,0.23,0.0,0.0,0.5,724,4.08,200
2026-06-15 23:00:00,23,Aglaonema,0.49,0.4,0.0,0.0,0.54,613,8.9,600
2026-06-16 00:00:00,0,Primula,0.16,0.16,0.0,0.0,0.52,506,6.88,400
2026-06-16 01:00:00,1,Primula,0.17,0.13,0.0,0.0,0.51,489,7.06,400
2026-06-16 02:00:00,2,Aglaonema,0.32,0.23,0.0,0.0,0.49,455,7.2,600
2026-06-16 03:00:00,3,Orchid,0.82,0.67,0.0,0.0,0.55,527,8.56,200
2026-06-16 04:00:00,4,Primula,0.83,0.7,0.0,0.0,0.44,741,18.94,400
2026-06-16 05:00:00,5,Primula,0.31,0.25,0.0,0.0,0.63,742,9.58,400
2026-06-16 06:00:00,6,Primula,0.92,0.72,0.0,0.0,0.62,679,20.56,400
2026-06-16 07:00:00,7,Tomato,0.25,0.17,159.56,162.36,1.18,951,15.0,800
2026-06-16 08:00:00,8,Orchid,0.93,0.76,0.0,0.0,1.3,901,9.44,200
2026-06-16 09:00:00,9,Orchid,0.7,0.51,36.77,38.7,1.03,865,7.6,200
2026-06-16 10:00:00,10,Primula,0.64,0.5,280.62,288.67,0.48,530,15.52,400
2026-06-16 11:00:00,11,Orchid,0.89,0.69,148.88,129.79,0.57,747,9.12,200
2026-06-16 12:00:00,12,Primula,0.87,0.68,346.92,382.94,0.57,629,19.66,400
2026-06-16 13:00:00,13,Tomato,0.52,0.44,783.57,783.01,0.56,738,20.4,800
2026-06-16 14:00:00,14,Tomato,0.43,0.3,767.19,689.55,0.45,513,18.6,800
2026-06-16 15:00:00,15,Orchid,0.5,0.42,263.41,285.82,0.52,696,6.0,200
2026-06-16 16:00:00,16,Tomato,0.18,0.13,389.01,382.49,0.59,542,13.6,800
2026-06-16 17:00:00,17,Orchid,0.68,0.58,4.4,4.13,1.31,1099,7.44,200
2026-06-16 18:00:00,18,Orchid,0.91,0.74,46.3,49.41,1.24,1047,9.28,200
2026-06-16 19:00:00,19,Primula,0.59,0.45,0.0,0.0,1.4,1043,14.62,400
2026-06-16 20:00:00,20,Primula,0.62,0.51,0.0,0.0,0.99,1027,15.16,400
2026-06-16 21:00:00,21,Primula,0.09,0.04,0.0,0.0,0.59,574,5.62,400
2026-06-16 22:00:00,22,Primula,0.27,0.26,0.0,0.0,0.59,612,8.86,400
2026-06-16 23:00:00,23,Aglaonema,0.26,0.25,0.0,0.0,0.64,521,6.6,600
2026-06-17 00:00:00,0,Aglaonema,0.38,0.29,0.0,0.0,0.63,628,7.8,600
2026-06-17 01:00:00,1,Tomato,0.87,0.71,0.0,0.0,0.62,632,27.4,800
2026-06-17 02:00:00,2,Orchid,0.14,0.08,0.0,0.0,0.58,684,3.12,200
2026-06-17 03:00:00,3,Tomato,0.39,0.31,0.0,0.0,0.42,723,17.8,800
2026-06-17 04:00:00,4,Primula,0.8,0.67,0.0,0.0,0.59,738,18.4,400
2026-06-17 05:00:00,5,Primula,0.44,0.31,0.0,0.0,0.41,527,11.92,400
2026-06-17 06:00:00,6,Orchid,0.77,0.6,0.0,0.0,0.46,714,8.16,200
2026-06-17 07:00:00,7,Orchid,0.78,0.58,16.81,16.78,0.96,1067,8.24,200
2026-06-17 08:00:00,8,Orchid,0.29,0.22,0.0,0.0,1.44,854,4.32,200
2026-06-17 09:00:00,9,Orchid,0.48,0.42,92.74,95.55,1.29,1078,5.84,200
2026-06-17 10:00:00,10,Orchid,0.27,0.18,120.77,109.99,0.6,641,4.16,200
2026-06-17 11:00:00,11,Orchid,0.42,0.37,303.44,287.6,0.43,620,5.36,200
2026-06-17 12:00:00,12,Orchid,0.07,0.07,200.55,176.17,0.55,739,2.56,200
2026-06-17 13:00:00,13,Tomato,0.85,0.67,904.85,812.44,0.57,463,27.0,800
2026-06-17 14:00:00,14,Orchid,0.96,0.75,143.82,125.13,0.5,645,9.68,200
2026-06-17 15:00:00,15,Aglaonema,0.62,0.46,607.27,645.98,0.63,609,10.2,600
2026-06-17 16:00:00,16,Aglaonema,0.49,0.39,376.75,341.29,0.55,469,8.9,600
2026-06-17 17:00:00,17,Orchid,0.51,0.38,175.96,177.27,0.98,951,6.08,200
2026-06-17 18:00:00,18,Primula,0.14,0.11,129.99,147.02,0.98,946,6.52,400
2026-06-17 19:00:00,19,Primula,0.23,0.19,111.51,101.64,1.27,954,8.14,400
2026-06-17 20:00:00,20,Tomato,0.52,0.39,0.0,0.0,1.32,1061,20.4,800
2026-06-17 21:00:00,21,Orchid,0.1,0.11,0.0,0.0,0.58,555,2.8,200
2026-06-17 22:00:00,22,Primula,0.61,0.52,0.0,0.0,0.58,686,14.98,400
2026-06-17 23:00:00,23,Primula,0.25,0.18,0.0,0.0,0.64,570,8.5,400
2026-06-18 00:00:00,0,Tomato,0.96,0.8,0.0,0.0,0.55,457,29.2,800
2026-06-18 01:00:00,1,Orchid,0.34,0.31,0.0,0.0,0.5,564,4.72,200
2026-06-18 02:00:00,2,Primula,0.65,0.54,0.0,0.0,0.55,621,15.7,400
2026-06-18 03:00:00,3,Orchid,0.86,0.7,0.0,0.0,0.43,631,8.88,200
2026-06-18 04:00:00,4,Tomato,0.48,0.43,0.0,0.0,0.62,532,19.6,800
2026-06-18 05:00:00,5,Primula,0.34,0.23,0.0,0.0,0.54,679,10.12,400
2026-06-18 06:00:00,6,Orchid,0.19,0.2,0.0,0.0,0.58,717,3.52,200
2026-06-18 07:00:00,7,Primula,0.32,0.24,99.06,101.84,1.27,1018,9.76,400
2026-06-18 08:00:00,8,Aglaonema,0.56,0.45,202.8,188.45,1.22,968,9.6,600
2026-06-18 09:00:00,9,Aglaonema,0.19,0.17,295.83,338.7,1.09,1047,5.9,600
2026-06-18 10:00:00,10,Tomato,0.63,0.48,632.99,712.63,0.52,616,22.6,800
2026-06-18 11:00:00,11,Tomato,0.1,0.12,877.82,941.25,0.41,508,12.0,800
2026-06-18 12:00:00,12,Tomato,0.32,0.28,905.49,852.03,0.6,579,16.4,800
2026-06-18 13:00:00,13,Aglaonema,0.84,0.65,633.32,572.46,0.55,742,12.4,600
2026-06-18 14:00:00,14,Primula,0.08,0.09,345.49,307.83,0.64,627,5.44,400
2026-06-18 15:00:00,15,Tomato,0.41,0.31,585.11,521.98,0.58,529,18.2,800
2026-06-18 16:00:00,16,Tomato,0.77,0.59,547.77,606.42,0.55,558,25.4,800
2026-06-18 17:00:00,17,Tomato,1.0,0.79,382.46,374.09,1.3,974,30.0,800
2026-06-18 18:00:00,18,Primula,0.4,0.27,29.48,28.36,1.37,973,11.2,400
2026-06-18 19:00:00,19,Aglaonema,0.11,0.07,8.45,8.14,1.45,931,5.1,600
2026-06-18 20:00:00,20,Orchid,0.44,0.38,0.0,0.0,1.31,1033,5.52,200
2026-06-18 21:00:00,21,Orchid,0.19,0.17,0.0,0.0,0.55,646,3.52,200
2026-06-18 22:00:00,22,Aglaonema,0.84,0.63,0.0,0.0,0.41,622,12.4,600
2026-06-18 23:00:00,23,Aglaonema,0.17,0.14,0.0,0.0,0.62,454,5.7,600
2026-06-19 00:00:00,0,Aglaonema,0.24,0.17,0.0,0.0,0.5,498,6.4,600
2026-06-19 01:00:00,1,Primula,0.96,0.75,0.0,0.0,0.62,630,21.28,400
2026-06-19 02:00:00,2,Aglaonema,0.15,0.07,0.0,0.0,0.56,546,5.5,600
2026-06-19 03:00:00,3,Aglaonema,0.73,0.58,0.0,0.0,0.59,618,11.3,600
2026-06-19 04:00:00,4,Aglaonema,0.99,0.79,0.0,0.0,0.55,587,13.9,600
2026-06-19 05:00:00,5,Aglaonema,0.5,0.37,0.0,0.0,0.46,634,9.0,600
2026-06-19 06:00:00,6,Orchid,0.63,0.5,86.5,77.58,0.49,661,7.04,200
2026-06-19 07:00:00,7,Aglaonema,0.29,0.25,76.23,79.46,1.38,901,6.9,600
2026-06-19 08:00:00,8,Aglaonema,0.37,0.27,423.37,422.96,1.21,960,7.7,600
2026-06-19 09:00:00,9,Aglaonema,0.18,0.12,469.07,401.89,1.02,1090,5.8,600
2026-06-19 10:00:00,10,Orchid,0.9,0.72,297.21,317.72,0.52,458,9.2,200
2026-06-19 11:00:00,11,Primula,0.63,0.53,257.48,262.38,0.62,457,15.34,400
2026-06-19 12:00:00,12,Tomato,0.25,0.21,728.71,773.28,0.52,677,15.0,800
2026-06-19 13:00:00,13,Aglaonema,0.2,0.13,626.43,673.18,0.41,666,6.0,600
2026-06-19 14:00:00,14,Aglaonema,0.54,0.39,578.65,544.59,0.55,515,9.4,600
2026-06-19 15:00:00,15,Primula,0.6,0.46,427.03,446.53,0.58,559,14.8,400
2026-06-19 16:00:00,16,Aglaonema,0.47,0.41,387.95,391.18,0.53,729,8.7,600
2026-06-19 17:00:00,17,Orchid,0.65,0.55,118.46,117.82,1.39,1038,7.2,200
2026-06-19 18:00:00,18,Orchid,0.89,0.7,181.94,202.11,1.21,915,9.12,200
2026-06-19 19:00:00,19,Orchid,0.11,0.1,0.0,0.0,0.99,870,2.88,200
2026-06-19 20:00:00,20,Orchid,0.41,0.33,0.0,0.0,1.02,994,5.28,200
2026-06-19 21:00:00,21,Aglaonema,0.74,0.57,0.0,0.0,0.56,524,11.4,600
2026-06-19 22:00:00,22,Primula,0.19,0.13,0.0,0.0,0.58,710,7.42,400
2026-06-19 23:00:00,23,Primula,0.71,0.55,0.0,0.0,0.5,643,16.78,400
2026-06-20 00:00:00,0,Primula,0.77,0.65,0.0,0.0,0.6,623,17.86,400
2026-06-20 01:00:00,1,Orchid,0.15,0.1,0.0,0.0,0.6,628,3.2,200
2026-06-20 02:00:00,2,Aglaonema,0.7,0.6,0.0,0.0,0.5,615,11.0,600
2026-06-20 03:00:00,3,Primula,0.5,0.4,0.0,0.0,0.57,686,13.0,400
2026-06-20 04:00:00,4,Aglaonema,0.07,0.11,0.0,0.0,0.56,565,4.7,600
2026-06-20 05:00:00,5,Tomato,0.83,0.64,0.0,0.0,0.59,590,26.6,800
2026-06-20 06:00:00,6,Orchid,0.92,0.73,145.01,127.03,0.64,558,9.36,200
2026-06-20 07:00:00,7,Primula,0.85,0.73,2.54,2.52,1.42,994,19.3,400
2026-06-20 08:00:00,8,Primula,0.45,0.37,79.62,80.59,1.41,931,12.1,400
2026-06-20 09:00:00,9,Aglaonema,0.46,0.37,488.66,557.79,1.0,944,8.6,600
2026-06-20 10:00:00,10,Aglaonema,0.46,0.41,526.72,503.56,0.46,519,8.6,600
2026-06-20 11:00:00,11,Tomato,0.27,0.18,701.46,774.97,0.46,547,15.4,800
2026-06-20 12:00:00,12,Aglaonema,0.48,0.39,721.13,621.47,0.55,464,8.8,600
2026-06-20 13:00:00,13,Orchid,0.76,0.63,237.05,261.46,0.42,706,8.08,200
2026-06-20 14:00:00,14,Primula,0.35,0.28,479.32,499.33,0.4,715,10.3,400
2026-06-20 15:00:00,15,Aglaonema,0.92,0.69,469.77,402.93,0.63,466,13.2,600
2026-06-20 16:00:00,16,Tomato,0.58,0.46,527.44,457.18,0.65,602,21.6,800
2026-06-20 17:00:00,17,Orchid,0.23,0.21,31.44,28.66,1.14,922,3.84,200
2026-06-20 18:00:00,18,Orchid,0.13,0.08,0.0,0.0,1.36,1033,3.04,200
2026-06-20 19:00:00,19,Orchid,0.69,0.56,0.0,0.0,1.36,965,7.52,200
2026-06-20 20:00:00,20,Aglaonema,0.36,0.27,0.0,0.0,1.07,916,7.6,600
2026-06-20 21:00:00,21,Tomato,0.32,0.21,0.0,0.0,0.59,486,16.4,800
2026-06-20 22:00:00,22,Primula,0.18,0.19,0.0,0.0,0.6,562,7.24,400
2026-06-20 23:00:00,23,Orchid,0.73,0.57,0.0,0.0,0.6,676,7.84,200
2026-06-21 00:00:00,0,Tomato,0.8,0.6,0.0,0.0,0.6,506,26.0,800
2026-06-21 01:00:00,1,Orchid,0.86,0.72,0.0,0.0,0.41,645,8.88,200
2026-06-21 02:00:00,2,Aglaonema,0.51,0.42,0.0,0.0,0.52,710,9.1,600
2026-06-21 03:00:00,3,Tomato,0.51,0.36,0.0,0.0,0.56,673,20.2,800
2026-06-21 04:00:00,4,Primula,0.4,0.32,0.0,0.0,0.53,681,11.2,400
2026-06-21 05:00:00,5,Orchid,0.35,0.28,0.0,0.0,0.59,629,4.8,200
2026-06-21 06:00:00,6,Orchid,0.87,0.67,0.0,0.0,0.59,748,8.96,200
2026-06-21 07:00:00,7,Aglaonema,0.46,0.34,9.4,8.62,1.33,884,8.6,600
2026-06-21 08:00:00,8,Orchid,0.54,0.47,171.9,194.66,1.33,1018,6.32,200
2026-06-21 09:00:00,9,Tomato,0.38,0.29,406.89,352.07,1.14,853,17.6,800
2026-06-21 10:00:00,10,Orchid,0.41,0.32,78.44,74.05,0.46,721,5.28,200
2026-06-21 11:00:00,11,Tomato,0.93,0.78,767.53,779.77,0.57,676,28.6,800
2026-06-21 12:00:00,12,Primula,0.42,0.35,392.34,418.9,0.59,617,11.56,400
2026-06-21 13:00:00,13,Primula,0.87,0.65,515.49,591.2,0.42,541,19.66,400
2026-06-21 14:00:00,14,Aglaonema,0.62,0.52,539.89,467.44,0.41,645,10.2,600
2026-06-21 15:00:00,15,Tomato,0.52,0.44,735.95,820.56,0.6,478,20.4,800
2026-06-21 16:00:00,16,Primula,0.55,0.39,255.24,250.15,0.46,632,13.9,400
2026-06-21 17:00:00,17,Primula,0.87,0.74,303.15,344.38,1.24,1008,19.66,400
2026-06-21 18:00:00,18,Aglaonema,0.99,0.77,15.51,14.2,1.37,873,13.9,600
2026-06-21 19:00:00,19,Tomato,0.84,0.65,59.83,56.03,1.44,1007,26.8,800
2026-06-21 20:00:00,20,Aglaonema,0.8,0.65,0.0,0.0,1.07,1003,12.0,600
2026-06-21 21:00:00,21,Primula,0.17,0.09,0.0,0.0,0.55,711,7.06,400
2026-06-21 22:00:00,22,Tomato,0.4,0.36,0.0,0.0,0.5,568,18.0,800
2026-06-21 23:00:00,23,Aglaonema,0.98,0.79,0.0,0.0,0.57,745,13.8,600
2026-06-22 00:00:00,0,Primula,0.2,0.18,0.0,0.0,0.53,618,7.6,400
2026-06-22 01:00:00,1,Tomato,0.93,0.77,0.0,0.0,0.63,593,28.6,800
2026-06-22 02:00:00,2,Orchid,0.28,0.26,0.0,0.0,0.41,686,4.24,200
2026-06-22 03:00:00,3,Primula,0.74,0.55,0.0,0.0,0.56,610,17.32,400
2026-06-22 04:00:00,4,Orchid,0.2,0.19,0.0,0.0,0.48,514,3.6,200
2026-06-22 05:00:00,5,Tomato,0.95,0.72,0.0,0.0,0.44,475,29.0,800
2026-06-22 06:00:00,6,Primula,0.64,0.47,0.0,0.0,0.53,746,15.52,400
2026-06-22 07:00:00,7,Primula,0.88,0.73,182.58,169.8,1.07,1038,19.84,400
2026-06-22 08:00:00,8,Tomato,0.65,0.54,304.34,329.86,1.19,1072,23.0,800
2026-06-22 09:00:00,9,Tomato,0.75,0.57,490.72,528.45,1.01,1096,25.0,800
2026-06-22 10:00:00,10,Aglaonema,0.93,0.76,361.87,369.74,0.57,622,13.3,600
2026-06-22 11:00:00,11,Primula,0.83,0.66,479.73,424.03,0.49,700,18.94,400
2026-06-22 12:00:00,12,Primula,0.86,0.69,529.81,491.63,0.51,667,19.48,400
2026-06-22 13:00:00,13,Tomato,0.34,0.24,675.21,640.04,0.5,649,16.8,800
2026-06-22 14:00:00,14,Primula,0.65,0.5,420.13,385.77,0.41,528,15.7,400
2026-06-22 15:00:00,15,Tomato,0.78,0.65,595.77,510.84,0.59,459,25.6,800
2026-06-22 16:00:00,16,Primula,0.83,0.71,206.54,193.15,0.57,544,18.94,400
2026-06-22 17:00:00,17,Tomato,0.44,0.31,340.7,363.63,1.35,860,18.8,800
2026-06-22 18:00:00,18,Orchid,0.14,0.14,0.0,0.0,1.17,1089,3.12,200
2026-06-22 19:00:00,19,Tomato,0.13,0.1,20.62,18.83,1.41,899,12.6,800
2026-06-22 20:00:00,20,Orchid,0.43,0.33,0.0,0.0,1.42,922,5.44,200
2026-06-22 21:00:00,21,Orchid,0.51,0.44,0.0,0.0,0.42,507,6.08,200
2026-06-22 22:00:00,22,Primula,0.86,0.73,0.0,0.0,0.53,669,19.48,400
2026-06-22 23:00:00,23,Orchid,0.6,0.53,0.0,0.0,0.43,534,6.8,200
2026-06-23 00:00:00,0,Primula,0.09,0.11,0.0,0.0,0.51,626,5.62,400
2026-06-23 01:00:00,1,Tomato,0.33,0.26,0.0,0.0,0.54,743,16.6,800
2026-06-23 02:00:00,2,Aglaonema,0.74,0.58,0.0,0.0,0.47,473,11.4,600
2026-06-23 03:00:00,3,Aglaonema,0.07,0.07,0.0,0.0,0.41,515,4.7,600
2026-06-23 04:00:00,4,Tomato,0.13,0.08,0.0,0.0,0.41,738,12.6,800
2026-06-23 05:00:00,5,Aglaonema,0.78,0.62,0.0,0.0,0.53,662,11.8,600
2026-06-23 06:00:00,6,Primula,0.54,0.38,119.86,111.0,0.53,648,13.72,400
2026-06-23 07:00:00,7,Orchid,0.31,0.27,0.0,0.0,1.39,933,4.48,200
2026-06-23 08:00:00,8,Tomato,0.69,0.58,474.08,470.66,1.38,991,23.8,800
2026-06-23 09:00:00,9,Orchid,0.23,0.13,39.15,34.21,1.0,1092,3.84,200
2026-06-23 10:00:00,10,Aglaonema,0.41,0.33,438.8,421.72,0.41,589,8.1,600
2026-06-23 11:00:00,11,Primula,0.42,0.31,469.16,411.04,0.43,701,11.56,400
2026-06-23 12:00:00,12,Orchid,0.96,0.78,93.89,86.84,0.64,509,9.68,200
2026-06-23 13:00:00,13,Primula,0.81,0.69,339.53,344.68,0.57,733,18.58,400
2026-06-23 14:00:00,14,Primula,0.92,0.7,374.3,421.87,0.55,727,20.56,400
2026-06-23 15:00:00,15,Primula,0.06,0.0,405.26,457.39,0.54,511,5.08,400
2026-06-23 16:00:00,16,Aglaonema,0.76,0.64,251.06,265.66,0.47,673,11.6,600
2026-06-23 17:00:00,17,Tomato,0.4,0.27,452.4,425.99,1.12,934,18.0,800
2026-06-23 18:00:00,18,Orchid,0.56,0.45,82.12,92.5,1.01,1067,6.48,200
2026-06-23 19:00:00,19,Primula,0.8,0.69,0.0,0.0,1.16,1087,18.4,400
2026-06-23 20:00:00,20,Primula,0.19,0.12,0.0,0.0,1.16,1085,7.42,400
2026-06-23 21:00:00,21,Orchid,0.3,0.19,0.0,0.0,0.48,664,4.4,200
2026-06-23 22:00:00,22,Orchid,0.13,0.11,0.0,0.0,0.48,501,3.04,200
2026-06-23 23:00:00,23,Primula,0.19,0.18,0.0,0.0,0.61,745,7.42,400
2026-06-24 00:00:00,0,Tomato,0.34,0.25,0.0,0.0,0.63,685,16.8,800
2026-06-24 01:00:00,1,Orchid,0.64,0.5,0.0,0.0,0.48,740,7.12,200
2026-06-24 02:00:00,2,Primula,0.98,0.74,0.0,0.0,0.46,580,21.64,400
2026-06-24 03:00:00,3,Tomato,0.21,0.15,0.0,0.0,0.5,527,14.2,800
2026-06-24 04:00:00,4,Orchid,0.85,0.69,0.0,0.0,0.61,667,8.8,200
2026-06-24 05:00:00,5,Orchid,0.77,0.64,0.0,0.0,0.48,547,8.16,200
2026-06-24 06:00:00,6,Aglaonema,0.09,0.09,0.0,0.0,0.43,604,4.9,600
2026-06-24 07:00:00,7,Orchid,0.1,0.11,189.8,212.51,1.42,865,2.8,200
2026-06-24 08:00:00,8,Primula,0.55,0.43,313.12,333.79,0.99,867,13.9,400
2026-06-24 09:00:00,9,Primula,0.1,0.11,312.35,331.17,1.29,859,5.8,400
2026-06-24 10:00:00,10,Aglaonema,0.23,0.22,512.99,544.61,0.58,502,6.3,600
2026-06-24 11:00:00,11,Aglaonema,0.2,0.14,553.47,619.29,0.54,499,6.0,600
2026-06-24 12:00:00,12,Orchid,0.06,0.05,91.83,96.83,0.46,642,2.48,200
2026-06-24 13:00:00,13,Orchid,0.31,0.26,147.23,153.25,0.54,472,4.48,200
2026-06-24 14:00:00,14,Primula,0.08,0.04,433.87,464.03,0.49,459,5.44,400
2026-06-24 15:00:00,15,Aglaonema,0.45,0.32,582.87,557.58,0.58,746,8.5,600
2026-06-24 16:00:00,16,Orchid,0.05,-0.0,217.74,215.75,0.55,714,2.4,200
2026-06-24 17:00:00,17,Aglaonema,0.99,0.83,318.36,347.16,1.22,1087,13.9,600
2026-06-24 18:00:00,18,Aglaonema,0.92,0.78,100.62,114.15,1.35,850,13.2,600
2026-06-24 19:00:00,19,Orchid,0.91,0.7,0.0,0.0,1.39,902,9.28,200
2026-06-24 20:00:00,20,Primula,0.13,0.06,0.0,0.0,1.02,863,6.34,400
2026-06-24 21:00:00,21,Primula,0.19,0.19,0.0,0.0,0.48,628,7.42,400
2026-06-24 22:00:00,22,Aglaonema,0.41,0.31,0.0,0.0,0.46,691,8.1,600
2026-06-24 23:00:00,23,Orchid,0.93,0.76,0.0,0.0,0.6,675,9.44,200
2026-06-25 00:00:00,0,Aglaonema,0.6,0.46,0.0,0.0,0.42,719,10.0,600
2026-06-25 01:00:00,1,Aglaonema,0.5,0.44,0.0,0.0,0.44,607,9.0,600
2026-06-25 02:00:00,2,Orchid,0.17,0.13,0.0,0.0,0.44,461,3.36,200
2026-06-25 03:00:00,3,Primula,0.42,0.33,0.0,0.0,0.48,558,11.56,400
2026-06-25 04:00:00,4,Primula,0.11,0.06,0.0,0.0,0.53,576,5.98,400
2026-06-25 05:00:00,5,Aglaonema,0.67,0.56,0.0,0.0,0.61,592,10.7,600
2026-06-25 06:00:00,6,Primula,0.88,0.66,0.0,0.0,0.44,497,19.84,400
2026-06-25 07:00:00,7,Tomato,0.11,0.14,119.29,106.81,1.24,990,12.2,800
2026-06-25 08:00:00,8,Orchid,0.85,0.64,0.0,0.0,1.4,881,8.8,200
2026-06-25 09:00:00,9,Orchid,0.81,0.61,217.0,222.92,1.27,957,8.48,200
2026-06-25 10:00:00,10,Orchid,0.79,0.62,269.34,241.47,0.4,566,8.32,200
2026-06-25 11:00:00,11,Orchid,0.81,0.68,201.15,200.79,0.6,710,8.48,200
2026-06-25 12:00:00,12,Primula,0.58,0.45,395.31,374.12,0.59,662,14.44,400
2026-06-25 13:00:00,13,Orchid,0.79,0.64,295.74,317.69,0.6,612,8.32,200
2026-06-25 14:00:00,14,Tomato,0.99,0.78,790.0,895.72,0.41,587,29.8,800
2026-06-25 15:00:00,15,Primula,0.87,0.67,332.17,319.16,0.4,452,19.66,400
